35,ခလေးငယ် (နို့စို့)
36,ပညာရပ်ဆိုင်သော
37,ကြည်ညိုသည်။ရိုသေလေးစားသည်။
38,နီလာသည်
39,အလင်းရောင်
40,တက်သည်
41,လင်းသော
42,ခလေးငယ် (နို့စို့)
43,နေရာလွတ်ခြင်း
44,ဆောင်းဦးပေါက်ရာသီ
45,သံဗူးလွတ်
46,ငြီးငွေ့လွယ်သော
47,ထင်ရှားသော
48,လက်လျှော့ခြင်း
49,လက်လျှော့သည်
50,ငြီးငွေ့သည်
51,အံ့အားသင့်သည်။ ကြောင်နေသည်။ မှင်တက်မိသည်။
52,မကောင်းမှု
53,ပွင့်သည်
54,လစ်လပ်သည်
55,လက်ဆွဲနှုတ်ခြင်း
56,အပုပ်နံ့၊ အနံ့ဆိုး
57,လှုပ်ရှားမှု
58,ရတနာ အသုံးအဆောင်
59,အရှိန်မြှင့်လီဗာ
60,အသံနေအသံထား
61,စိတ်အားထက်သန်သော
62,ဆိုးရွားသော
63,ဗီလိန်၊ လူကြမ်း၊ ဇာတ်ကြမ်းသမား
64,သန်းဝေခြင်း၊
65,မကောင်းသောအကျင့်၊ အကျင့်ဆိုး
66,မကောင်းဆိုးဝါး
67,ဆုံးခန်းတိုင်အောင်
68,အိပ်မက်ဆိုး
69,နောက်လာမဲ့
70,ပြိုင်ဆိုင်ချင်စိတ်များသော
71,မိုးလင်းချိန်
72,မိုးလင်းသည်
73,မြှင့်သည်
74,ပေးသည်
75,မြှင့်တင်သည်။ ချက်ပြုတ်သည်။ ကြော်လှော်သည်။ ကုန်းမြေသို့တင်သည်
76,နမူနာပြသည်။ တင်ပြသည်။
77,ဖွင့်သည်။
78,မေးစေ့
79,အားကျခြင်း၊ အထင်ကြီးခြင်း။
80,အားကျသည်။ မျှော်မှန်းတမ်းတသည်။
81,ဂုန်လျှော်ပင်၊ ဂုန်လျှော်။
82,မနက်
83,မွေးရာပါအမှတ်
84,အနက်တိမ်သော၊ အတွေ့အကြုံနည်းသော၊ အရောင်နုသော
85,morning glory
86,မနက်စာ
87,သန်ဘက်ခါ
88,မနက်အိပ်ယာထနောက်ကျခြင်း
89,ရှက်စရာကောင်းသော၊ စက်ဆုပ်ဖွယ်ရာရှိသော၊ ရွံစရာကောင်းသော၊ မသတီစရာဖြစ်သော
90,လိမ်သည်။ လှည့်စားသည်။ ကလိမ်ကျသည်။ ညာပြောသည်။ အမြင်မှားစေသည်။
91,ပေါ်လွင်သော၊ ပီပြင်သော၊ ထင်လင်းသော၊ ထင်ရှားသော၊ ကျွမ်းကျင်သော
92,ပျက်ရယ်ပြုသည်။ ရှုတ်ချရယ်မောသည်။ ချော်ချွတ်သည်။
93,ခြေထောက်
94,အရသာ
95,အာရှတိုက်
96,ခြေရာ
97,စိတ်မရှိနဲ့
98,ခြေချင်းဝတ်
99,ပျင်းစရာကောင်းသော
100,လက်ထောက်
101,မနက်ဖြန်
102,ခြေရင်း၊ ခြေချနေရာ၊ ခြေလှမ်းပုံစံ၊ အနီးပတ်ဝန်းကျင်
103,အရသာခံခြင်း၊ အနှစ်အရသာရှိခြင်း
104,အရသာမြည်းသည်။ အရသာကိုခံစားသည်။ လက်တွေ့ အတွေအကြုံရသည်။
105,မနက်ဖြန်
106,ထိန်းသိမ်းသည်။ တာဝန်လွှဲအပ်ခြင်းခံရသည်။
107,အပ်နှံသည်။ တာဝန်လွှဲပေးသည်။ အမှီသဟဲပြုသည်။
108,ချွေး
109,အကျိုးအကြောင်းလေ့လာပြီး တန်ဖိုးဖြတ်ခြင်း
110,ဆန္ဒစောသည်။ စိတ်လောသည်။ ပြာယာခတ်သည်။
111,အရောင်လွင့်သည်။ အရောင်မှိန်သည်။ အရောင်ပြယ်သည်။
112,ပါးစပ်အဟောင်းသားဖြစ်ခြင်း
113,ဟိုနေရာ
114,ကစားခြင်း
115,ကစားသည်
116,တန်ဘိုး၊ စျေးနှုန်းတွက်ချက်ပြီးထွက်လာသည့်ဂဏန်း
117,တန်ဘိုးရှိသည်
118,ပေးအပ်သည်( ဘေးအန္တရာယ်ပေးသည်)
119,တကယ်ပဲ… ကဲ့သို့သော
120,နွေးသော
121,နွေးလာသည်
122,နွှေးသည်။ ပူအောင်လုပ်သည်
123,ဦးခေါင်း
124,သစ်သော
125,အနီးအနား
126,ထိမှန်ခြင်း
127,မြင်ကွင်းတစ်လျှောက်လုံး
128,အဆန်းမဟုတ်ခြင်း၊ သဘာဝ
129,ထိမှန်သည်
130,ဟိုဟိုဒီဒီ
131,ဟိုးဘက်
132,ဟိုနေရာဒီနေရာ
133,ပူသော (ရာသီဥတု)
134,ပူသော (အရာဝတ္ထု)
135,ထူသော
136,ပိုမိုဆိုးဝါးလာခြင်း
137,ကိုင်တွယ်ခြင်း
138,ကိုင်တွယ်သည်
139,အရှက်မဲ့သော
140,ထင်တာထက်လွယ်ကူ၍ အားမရဖြစ်သော
141,ဆီမများသော၊ ချေးမများသော၊ အရသာပေါ့သော၊ အရောင်နုသော
142,လေကိုဖိအားပေးခြင်း
143,ကြားဝင်ဖြန်ဖြေမှု၊ ပွဲစားလုပ်ခြင်း
144,အပြတ်အသတ်နိုင်ခြင်း
145,အဆမတန်ဖြစ်သော
146,ဖိနှိပ်ခြင်း၊ ဖိအားပေးခြင်း
147,အထက်အမြင့်သို့
148,စည်းရုံးသည်
149,စုဆောင်းသည်
150,မိမိဆန္ဒပြည့်ဝအောင် မှာကြားသည်။ အော်ဒါမှာသည်
151,ဖိအား
152,မျှော်မှန်းချက်
153,ခန်းဂျီးအသံထွက် ဖော်ပြပေးခြင်း
154,လိပ်စာ၊ လိပ်မူခြင်း
155,အကျုံးဝင်သည်။ အံဝင်ခွင်ကျသည်။သင့်လျော်သည်
156,အံဝင်ခွင်ကျစေသည်
157,ထိမှန်သည်။ တို့သည်။ နေရောင်ခြည်၊လေ၊အပူဓါတ်ကို ထိရောက်စေသည်
158,လိပ်မူသည်
159,ခြေရာ၊ လမ်းကြောင်း
160,နောက်လာမဲ့
161,လုပ်ငန်းဆက်ခံသူ၊ အမွေဆက်ခံသူ
162,အကြံပေးခြင်း
163,နောက်မှလုပ်စေခြင်း၊ နောက်မှာထားထားခြင်း
164,လိပ်စာ
165,အပေါက်၊ အားနည်းချက်
166,သတင်းကြေညာသူ
167,ကြေငြာခြင်း
168,အမြဲတမ်း…လို့မပြောနိုင်သော
169,သင်
170,အစ်ကို
171,ကာတွန်း
172,အစ်မ
173,ဟို
174,တိုက်ခန်း
175,ရမ်းသည်၊ ရမ်းကားသည်။ သောင်းကျန်းသည်။ အစွမ်းပြသည်။
176,ခိုင်ခိုင်မာမာထုတ်ဖော်သည်။
177,ရေချိုးသည်။ ခံရသည်
178,အန္တရာယ်ရှိသော
179,ဆီ၊ အဆီ
180,ဆီဆေးပန်းချီ
181,အာဖရိကတိုက်
182,မီးဖုတ်သည်။ ကင်သည်။ မီးဖြင့် အခြောက်ခံသည်။
183,ပြည့်သည်။ ပြည့်လျှံသည်။ ရေလျှံသည်။
184,ချည်းကပ်သည်။ အနီးကပ်လေ့လာခြင်း
185,ပြောင်းပြန်
186,ချိုသော၊ ပြင်းထန်သော၊ အလိုလိုက်သော၊ မတင်းကြပ်သော
187,နွဲ့ဆိုးဆိုးသည်။ ချွဲသည်။ မှီခိုအားထားသည်။
188,မိုးတွင်းဆောင်းထီး
189,မိုးကာပစ္စည်း
190,ချိုသောအရသာ၊ အချိုကြိုက်ခြင်း
191,မိုးတိမ်
192,အပျော်တမ်း
193,မိုးကာတံခါး
194,အလိုလိုက်သည်
195,အပိုအလျှံ၊ အကြွင်း
196,သိပ်ပြီးတော့
197,အရမ်း…လွန်သည်
198,ပိုလျှံသည်
199,ပိုက်
200,သိုးမွှေးထည်
201,သိုးမွှေးထိုးသည်
202,သကြားလုံး
203,မိုး
204,အမေရိကန်
205,အန္တရာယ်နှင့်ကြုံတွေ့လုနီးသော
206,အန္တရာယ်ရှိစွာဖြင့်
207,သင်္ကာမကင်းဖြစ်သော
208,ကြိုးဆွဲသည်။ ခြယ်လှယ်သည်
209,အန္တရာယ်ရှိမလားလို့ စိတ်ပူပန်ခြင်း
210,မရေမရာ၊ မရှင်းမလင်း
211,ပြစ်မှု၊ အမှား
212,အမှားအယွင်း
213,မှားယွင်းသည်
214,တောင်းပန်သည်
215,ခြေလှမ်း
216,လမ်းလျှောက်သည်။
217,အချက်ပေးခေါင်းလောင်း
218,ကြမ်းတမ်းသော
219,ဆေးကြောသည်
220,ကြိုတင်
221,လေမုန်တိုင်း
222,ဖျက်ဆီးသည်။ ရှုပ်ပွစေသည်
223,ဇာတ်လမ်းအကျဉ်း
224,အငြင်းပွားမှု
225,ပြိုင်သည်။စစ်ပွဲပြုလုပ်သည်၊ယှဉ်ပြိုင်သည်၊ပြိုင်ဆိုင်သည်
226,အသစ်
227,ပြန်လည်ကောင်းမွန်လာသည် ၊ အသစ်ဖြစ်လာသည်၊ တင်းကျပ်လာသည်
228,ထပ်မံ ၊တဖန် ၊ အသစ်တဖန်
229,ပြုပြင်သည်၊ ပြင်ဆင်သည် ၊ စစ်ဆေးသည်
230,ရမ်းကားသော ၊ ပေါ့ဆသော၊ တို့လို့ တမ်းလန်းထားသော
231,ကြမ်းတမ်းသောလှိုင်း
232,အာရပ်စော်ဘွားနိုင်ငံ
233,အလုံးစုံ ၊အားလုံးသော
234,မိုးသီး
235,ဖော်ပြသည်။ ဖြစ်ပေါ်သည်
236,ဖော်သည်၊ပေါ်လာသည်
237,စာအုပ်ရေးသည်
238,ပေါ်ပေါက်ခြင်း
239,ဖြစ်ပေါ်လာသည်၊ပေါ်ထွက်လာသည်
240,ပုရွက်ဆိတ်
241,ကျေးဇူးတင်သော၊ဝမ်းမြောက်ဝမ်းသာဖြစ်သော
242,အခြေအနေ
243,ရှိသမျှအကုန်လုံး
244,တတ်နိုင်သလောက်
245,အရှိအတိုင်း
246,သာမညဖြစ်သော
247,မထူးဆန်းခြင်း၊သာမန်ဖြစ်ခြင်း
248,တချို့သော၊တခုသော
249,ရှိသည်
250,သို့မဟုတ်
251,အယ်လ်ကာလိုင်းဓါတ်၊ အငန်ဓါတ်၊
252,လမ်းလျှောက်သည်
253,အယ်လ်ကိုဟော၊အရက်ပြန်
254,အချိန်ပိုင်းအလုပ်
255,ဓာတ်ပုံစာအုပ်
256,အလူမီနီယံ
257,ဟို
258,ဟိုဟာဒီဟာ
259,ပျက်ပြားသည် ၊ ရမ်းကားသည် ၊ ကြမ်းသည်၊ပျက်စီးသည်
260,ဓါတ်မတည့်ခြင်း၊ဆေးမတည့်ခြင်း
261,စီစဉ်ပေးသည်
262,အမြုပ်
263,အချိန်အတိုင်းအတာ
264,အရောင်ဖျော့သော
265,ကိုက်ညီစေသည် ၊ လိုက်လျောသည်၊ အလျှော့ပေးသည်
266,ပေါင်းစပ်သည်
267,ပြာယာခတ်သော
268,လောသည်။ပြာယာခတ်သည်
269,အန္တရာယ်ဖြစ်ရန်အနည်းငယ်မျှသာလိုခြင်း
270,ကံကောင်းလျှင်
271,သနားစရာကောင်းသော
272,အကြံ
273,ပေါ့ဆသော
274,မျှော်မှန်းသည်ထက်ပို၍
275,အလွတ်ကျက်ခြင်း
276,အကြံဉာဏ်တောင်းစာလွှာ
277,နောက်တစ်ခေါက်သီချင်းဆိုရန်တောင်းခံခြင်း
278,လုပ်ကြံခြင်း
279,ဦးနှောက်ဖြင့်တွက်ချက်ခြင်း
280,သွယ်ဝိုက်ဖော်ပြသည်။သွယ်ဝိုက်အချက်ပေးသည်
281,လျှို့ဝှက်နံပါတ်
282,စိုးရိမ်သည်။စိတ်ပူသည်
283,စိတ်ချသည်
284,ခန္ဓာကိုယ်မလှုပ်ရှားဘဲ ငြိမ်သက်နေခြင်း
285,လုံခြုံမှု၊လုံခြုံစိတ်ချသော
286,ပေါ့ပါးလွယ်ကူသော
287,တည်တံ့မှု၊ခိုင်မြဲမှု
288,ကောင်းကင်ကြိုး
289,ဒီလောက်တောင်၊ဟိုဟာလိုမျိုး
290,လမ်းညွှန်မှု၊လမ်းပြခြင်း
291,ထင်တဲ့အတိုင်း(မကောင်းသောကိစ္စဖြစ်လာခြင်း)
292,အလွန်ကို၊အဲဒီလောက်ထိ၊သိပ်ပြီးတော့
293,အစာအိမ်
294,ခြားနားချက်
295,ဆိုလိုရင်းအဓိပ္ပါယ်၊စိတ်
296,… အဆင့်
297,မဟုတ်ပါ
298,ပေါ့ပေါ့ဆဆ၊တာဝန်မဲ့သော၊တော်တော်
299,လွယ်ကူသော
300,ပြောထွက်သည်။ စပြောသည်
301,တိုင်တန်းသည် ၊ တိုင်ပြောသည် ၊ အမိန့်ပေးသည်
302,ပြောစရာအကြောင်း၊ ပြောချင်သည့်ကိစ္စ
303,ဆင်ခြေ
304,အမှုဆောင် ၊ ကော်မတီဝင်
305,ဆေးခန်း
306,ဥက္ကဌ
307,ပြောသည်
308,ဥပမာပြောရရင်
309,အိမ်
310,အိမ်ပြေး
311,အလှမ်းဝေးကွာသော၊မူလထက်ဝေးကွာခြင်း
312,အောက်၊...ထက်နည်း၍
313,အပ၊...မှလွဲပြီး
314,မျှော်လင့်မထားသော
315,ဘယ်လို
316,ဆေးပညာ
317,အသက်ရှင်စေသည် ၊ လက်တွေ့အသုံးချသည်
318,ဘယ်လောက်တောင် ၊ ဘယ်လောက်များ၊ ဘယ်လို
319,အမှန်တကယ် —ကဲသို့ ၊ ပြောတဲ့အတိုင်းပဲသဘောတူသည်
320,ဒေါသ
321,အသက်ရှူခြင်း
322,အနက်အဓိပ္ပါယ် ၊ စကားလုံးတွင်ရှိသောတန်ဖိုး၊ အနှစ်သာရ
323,ကန့်ကွက်ခြင်း ၊ ခြားနားသောအမြင်
324,မိုက်ခြင်း (ဘန်းစကား ) ၊ စတိုင်ကောင်းသော
325,အသွား၊ အသွားခရီး
326,စိတ်အားထက်သန်ခြင်း ၊ သွက်သွက်လက်လက်
327,အရှိန် ၊ အင်အား ၊ အာဏာ
328,အသက်ရှင်ရကျိုးနပ်ခြင်း ၊ အသက်ရှင်ခြင်းတန်ဖိုး
329,အသွားအပြန်
330,စိတ်အားထက်သန်သည် ၊ အားထုတ်သည်
331,သွားရမည့်နေရာ
332,အကျိုးအကြောင်းဖြစ်စဉ်
333,လွဲသွားခြင်း၊ အထင်လွဲမှားခြင်း
334,ရုတ်တရက်
335,စိတ်အနားပေးခြင်း၊လေဝင်လေထွက်
336,မသေပဲကျန်ရစ်ခြင်း
337,သက်ရှိသတ္တဝါ
338,လုပ်ငန်းကြီး၊ပြောင်မြောက်သောအလုပ်
339,အင်္ဂလန်
340,အသက်ရှင်သည်
341,ဘယ်…(အရည်အသွေးပမာဏကမသေချာခြင်းကိုဖော်ပြသည်)
342,သွားသည်
343,လူ့အရင်းအမြစ်မွေးထုတ်ခြင်း
344,စစ်ပွဲ၊တိုက်ပွဲ
345,ကလေးပြုစုစောင့်ရှောက်ခြင်း၊ ကလေးပြုစုပျိုးထောင်ခြင်း
346,ထူးချွန်အောင်ပြုစုပျိုးထောင်ပေးခြင်း
347,အတော်များများ
348,ဘယ်နှစ်ခု
349,အနည်းအကျဉ်း၊အနည်းငယ်
350,ဘယ်လောက်
351,ရေကန်၊ရေအိုင်
352,မလုပ်ရဘူး၊မှားသွားပြီ
353,ဂျပန်ပန်းအလှပညာ
354,ပန်းအလှပြုပြင်သည်
355,ထင်မြင်ချက်
356,နောက်
357,ကျားကွက်
358,နောက်ပိုင်း၊ကတည်းက
359,ဆန္ဒ
360,ရွှေ့ပြောင်းနေထိုင်ခြင်း
361,ညီမျှခြင်း
362,…. ကဲ(အရေးကြုံသည်ကိုဖော်ပြသည်)
363,အရက်ဆိုင်
364,အနည်းငယ်
365,ရဲရင့်သော
366,အမွေအနှစ်
367,ကျောက်ခဲ
368,ဆရာဝန်
369,စိတ်ဆန္ဒ
370,ဇွတ်တရွတ်စိတ်
371,ထိန်းသိမ်းရေး
372,အသိစိတ်
373,စိတ်အားထက်သန်သော၊အလျှော့မပေးသော၊ပြိုင်ဆိုင်စိတ်များသော
374,အနိုင်ကျင့်သည်
375,ဆရာဝန်
376,ပြောင်းရွှေ့နေထိုင်ခြင်း
377,အဝတ်အစား
378,အထက်
379,ထူးကဲသော၊ ပုံမှန်မဟုတ်သော၊ မူမမှန်သော
380,နေထိုင်စားသောက်မှု၊ စားဝတ်နေရေး
381,ကိုင်ကြည့်သည်၊ စမ်းကြည့်သည် ၊ လက်ဆော့သည်၊ ဝါသနာနှင့်ကိုင်တွယ်သည်
382,ကတ်သီးကတ်သတ်လုပ်ခြင်း၊စိတ်ပုတ်သော
383,မွန်မြတ်သောလူ
384,ကုလားထိုင်
385,စမ်းရေ ၊ ဇစ်မြစ်
386,တနေ့နေ့မှာ၊ တချိန်ချိန်မှာ ၊ ဘယ်ဟာပဲဖြစ်ဖြစ် ၊ ဘယ်လိုပဲဖြစ်ဖြစ်
387,ဘယ်လိုဘဲဖြစ်ဖြစ်
388,ဆန့်ကျင်ဘက်လိင်
389,ရှေးဟောင်းအမွေအနှစ်
390,အရင်က ၊ အရင်တုန်းက ၊ –မတိုင်မီအချိန်က
391,အရင်အတိုင်း
392,အလုပ်များသော
393,အလျင်စလိုလုပ်သည်၊လောသည်
394,မှီခိုအားကိုးခြင်း
395,သစ်သားပြား
396,နာကျင်သော
397,ကြီးမြတ်သော ၊ မြင့်မြတ်သော
398,ပွေ့ပိုက်သည် ၊ ဆန္ဒကိုပွေ့ပိုက်သည်
399,သူတပါးအားတာဝန်လွှဲအပ်တောင်းဆိုခြင်း
400,ပြုလုပ်သည်
401,နောက်ပြောင်မှု
402,တောင်ထိပ်
403,စားပါတော့မယ်
404,လက်ခံရရှိသည်
405,အင်မတန်၊တအား၊အရမ်း
406,ကြားညှပ်ခံခြင်း
407,နာကျင်မှု ၊ ဝေဒနာ ၊ စိတ်သောက
408,အကိုက်အခဲပျောက်ခြင်း
409,နာကျင်သည် ၊ ဒုက္ခခံရသည် ၊ စိတ်သောကရောက်သည်
410,ဒဏ်ရာရသည် ၊ ပုပ်စေသည်။
411,ကြော်သည်၊ဆီနည်းနည်းနှင့်ကြော်သည်
412,သွားရောက်သည် ၊ ဒီအခြေအနေကိုရောက်လာသည် ၊ အချိန်ရောက်သည်
413,ကိုယ်ချင်းစာသည် ၊ နှစ်သိမ့်သည် ၊ ဂရုစိုက်ပေးသည်၊ စာနာထောက်ထားသည်
414,ဈေး
415,တစ်
416,တည်နေရာ၊နေရာယူသည်
417,ထပ်ခါတလဲလဲ၊ထပ်ထပ်ပြီး၊ တစ်ခုဖြစ်တိုင်း
418,လောလောဆယ်
419,တစ်ခုလုံးအားဖြင့်
420,ထောင့်စွန်း
421,စတော်ဗယ်ရီသီး
422,တစ်ချိန်တုန်းက
423,ထူးကဲသော၊ထင်ရှားပေါ်လွင်သော
424,တစ်ဆင့်ထဲထက်ပိုပြီး
425,တစ်ကြိမ်
426,တို့တတွေအားလုံး
427,တစ်ကြိမ်တည်းနှင့်
428,တစ်ရက်
429,ဈေး
430,နံပါတ်တစ်
431,တစိတ်တပိုင်း
432,တစိတ်တပိုင်း
433,တပြင်လုံး
434,ခဏကြည့်ခြင်း
435,ရုတ်တရက်(ကောင်းလာခြင်း၊ကျော်ကြားလာခြင်း)
436,တစ်ညစိမ်ထားသောချဥ်ဖတ်၊စာမေးပွဲမတိုင်မီညဘက်တစ်ညလုံးစာကျက်ခြင်း
437,အစာအိမ်အူလမ်းကြောင်း
438,တပုံစံတည်း
439,အနှစ်ချုပ်ဇယား
440,တပုံစံတည်း
441,ပထမတန်းစား
442,တဆက်တည်း
443,ဘယ်တော့၊ဘယ်တုန်းက
444,တနေ့နေ့မှာ
445,ငါးရက်
446,မိသားစု၊တအိမ်လုံး
447,တစုတစည်းလုပ်ခြင်း
448,အစမှအဆုံး
449,တစိတ်တပိုင်း
450,တချက်တည်း၊တပြိုင်တည်း
451,တပြိုင်တည်း
452,လျှပ်တပြက်ကြည့်ခြင်း
453,လုံးဝ… ဘူး
454,လုံးချင်းအိမ်
455,အကုန်လုံး၊လုံးဝ
456,တမြန်နေ့က
457,တမြန်နှစ်က
458,တမျိုး ၊ အမျိုးအစား
459,လျှပ်တစ်ပြက်အတွင်း ၊ လျှပ်တစ်ပြက်အချိန်
460,အတူတကွ
461,ရာသက်ပန် ၊ တစ်ဘဝလုံး ၊ တသက်လုံး၊ တသက်တာ
462,ကြိုးကြိုးစားစား၊အင်တိုက်အားတိုက်
463,အာရုံစိုက်ပြီး
464,ပြိုင်တူ ၊ တချိန်တည်းမှာ၊ တပြိုင်တည်း
465,ပို၍ ၊ စိတ်ပိုင်းဖြတ်သည်၊ ပြောင်းပြန်အားဖြင့်
466,ပို၍ ၊ အရင်ကထက်ပို၍၊ တဆင့်ပို၍
467,မထူးတဲ့အဆုံးတော့၊အရဲစွန့်ပြီး
468,တကိုယ်တည်း ၊ ယေဘုယျအားဖြင့် ၊ ဘုရားတစ်ဆူ(ဘုရားရုပ်တုကိုရေတွက်ရာတွင်သုံးသည်)
469,တလျှောက်လုံး
470,ဘာကြောင့်များ
471,တစ်ကြိမ် ၊ တစ်ခါ
472,တထပ်တည်း ၊ ကိုက်ညီခြင်း ၊ ထပ်တူကျသည်
473,ငါးခု
474,တသမတ်တည်း
475,ကောင်းကောင်းသွားပါ
476,သွားပါဦးမယ်
477,ဘယ်အချိန်ဘဲဖြစ်ဖြစ်၊ အချိန်မရွေး
478,ခဏတဖြုတ်၊ တချိန်တုန်းက
479,ခါတိုင်းနှင့် မတူဘဲ ၊ ချွင်းခြက်အားဖြင့်
480,မထင်မှတ်တဲ့အချိန်အတောအတွင်း
481,များပြားစွာ၊အပြည့်
482,သာမန်
483,သာမန်ဖြစ်သော၊ ယေဘုယျအားဖြင့်
484,တခြားအရာနှင့် မတူဘဲ
485,ရုတ်တရက်ပြောင်းလဲမှု
486,တဘက် ၊ တဘက်စွန်း ၊ —ဖို့ပဲရှိတယ်
487,တဖတ်သတ်ဖြစ်သော
488,ထာဝစဉ် ၊ အမြဲတမ်း ၊ ဘယ်အချိန်ပဲဖြစ်ဖြစ်
489,အမြဲတမ်း
490,ရွှေ့ပြောင်းခြင်း (ကြီးမားသောအဆောက်အဦးကိုနေရာပြောင်းခြင်း)
491,မျိုးရိုးလိုက်ခြင်း
492,အပ်ချည်ကြိုး
493,ရေတွင်း
494,လတ္တီတွဒ်
495,အကြံအစည်
496,ငြင်းဆန်သည်။မုန်းသည်
497,ရွှေ့ပြောင်းခြင်း ၊ နေရာပြောင်းခြင်း
498,အလုပ်တာဝန်ပြောင်းခြင်း၊ရာထူးပြောင်းခြင်း
499,လမ်းစ၊သဲလွန်စ
500,မောင်နှမတဝမ်းကွဲ
501,လက်ရှိနေရာ၊နေရပ်လိပ်စာ
502,သနားပြီးချစ်သော
503,လုပ်ကိုင်ဆောင်ရွက်သည်
504,စိန်ခေါ် သည်
505,အတွင်း
506,ကျေးလက်တောရွာ
507,လျှပ်စီးလက်ခြင်း
508,ခွေး
509,ကောက်ပင်
510,အိပ်ငိုက်ခြင်း
511,အသက်
512,ဆုတောင်းခြင်း
513,မေတ္တာပို့သည်၊ ဆုတောင်းသည်
514,ကြွားဝါသည်
515,ကျူးလွန်မှု
516,ဟောက်သံ
517,ရွဲ့စောင်းသော
518,အဝတ်အထည်
519,ဥပဒေနှင့်ဆန့်ကျင်မှု
520,ဧည့်ခန်း
521,အခု
522,ခံပြင်း၍စိတ်တိုလို့ မဆုံးသော
523,အခုမှတော့ ၊အခုကျမှ
524,သတိပေးသည်။နားချသည်၊ဆုံးမသည်
525,အခုထက်ထိ
526,မကြာမှီအတွင်း
527,အခုမှပဲ၊အခု တောင်မှ
528,အခုတောင်
529,အဓိပ္ပါယ်
530,ပြောင်းရွှေ့နေထိုင်သူများ
531,ပုံရိပ်
532,ညီမ
533,မကြိုက်မနှစ်သက်သော
534,မကြိုက်ပေမယ့်လဲ
535,အတင်းအကျပ်၊မလွဲမရှောင်သာ
536,မုန်းသည်
537,အမောဖြေသည်
538,တော်တော်၊ခါတိုင်းထက်ပို၍
539,ရွဲ့ပြောသော
540,နှာဘူးဖြစ်သော
541,မကြာခင်အတောအတွင်းမှာ
542,စိတ်ဓါတ် ၊ လုပ်ချင်တဲ့ စိတ်
543,ကတည်းက
544,မှာကြားသည်၊ မှီခိုသည်၊ တောင်းဆိုသည်
545,မခံမရပ်ဖြစ်ခြင်း ၊ စိတ်တိုလာခြင်း၊
546,ကြိုဆိုပါသည်(ယဉ်ကျေးပုံစံ)
547,သွားသည်။လာသည်(ယဉ်ကျေးပုံစံ)
548,ဝင်ပေါက်
549,အထည်အလိပ်အဝတ်အစား
550,ဆေးကုသမှု့
551,ပြင်းထန်သောအင်အား
552,လိုအပ်သည်
553,လှော်သည်
554,ရှိသည်၊နေသည်
555,အဝတ်အစား
556,ထည့်စရာပစ္စည်း၊ ထည်စရာခွက်
557,ထည့်သည်
558,အရောင်
559,အမျိုးမျိုးသော
560,အရောင်စုံ၊ဆွဲဆောင်မှု့
561,လွဲမှားသောထင်မြင်ချက် ၊ ခြားနားသောထင်မြင်ချက် ၊ ကန့်ကွက်ခြင်း
562,ကျောက်ဆောင် ၊ ကျောက်တုံး
563,ဂုဏ်ပြုခြင်း ၊ ဂုဏ်ပြုလက်ဆောင်
564,ဂုဏ်ပြုသည်
565,ထူးဆန်းသည်ဟုခံစားခြင်း၊ တစ်မျိုးဖြစ်သည်ဟုခံစားခြင်း
566,ပြောရမယ်ဆိုရင် ၊ တနည်းအားဖြင့်ပြောရရင်
567,တနည်းအားဖြင့် ၊ ပြောရရင်
568,အကြောင်းအရင်းနဲ့ ရလဒ်
